Id;Position1F1S1;Position2F1S1;Position3F1S1;Position4F1S1;Position5F1S1;Position6F1S1;Position7F1S1;Position8F1S1;Position9F1S1;Position10F1S1;Position11F1S1;LocationX1F1S1;LocationY1F1S1;LocationX2F1S1;LocationY2F1S1;LocationX3F1S1;LocationY3F1S1;LocationX4F1S1;LocationY4F1S1;LocationX5F1S1;LocationY5F1S1;LocationX6F1S1;LocationY6F1S1;LocationX7F1S1;LocationY7F1S1;LocationX8F1S1;LocationY8F1S1;LocationX9F1S1;LocationY9F1S1;LocationX10F1S1;LocationY10F1S1;LocationX11F1S1;LocationY11F1S1;Position1F2S1;Position2F2S1;Position3F2S1;Position4F2S1;Position5F2S1;Position6F2S1;Position7F2S1;Position8F2S1;Position9F2S1;Position10F2S1;Position11F2S1;LocationX1F2S1;LocationY1F2S1;LocationX2F2S1;LocationY2F2S1;LocationX3F2S1;LocationY3F2S1;LocationX4F2S1;LocationY4F2S1;LocationX5F2S1;LocationY5F2S1;LocationX6F2S1;LocationY6F2S1;LocationX7F2S1;LocationY7F2S1;LocationX8F2S1;LocationY8F2S1;LocationX9F2S1;LocationY9F2S1;LocationX10F2S1;LocationY10F2S1;LocationX11F2S1;LocationY11F2S1;Position1F3S1;Position2F3S1;Position3F3S1;Position4F3S1;Position5F3S1;Position6F3S1;Position7F3S1;Position8F3S1;Position9F3S1;Position10F3S1;Position11F3S1;LocationX1F3S1;LocationY1F3S1;LocationX2F3S1;LocationY2F3S1;LocationX3F3S1;LocationY3F3S1;LocationX4F3S1;LocationY4F3S1;LocationX5F3S1;LocationY5F3S1;LocationX6F3S1;LocationY6F3S1;LocationX7F3S1;LocationY7F3S1;LocationX8F3S1;LocationY8F3S1;LocationX9F3S1;LocationY9F3S1;LocationX10F3S1;LocationY10F3S1;LocationX11F3S1;LocationY11F3S1;AttackingStylesS1;BuildUpS1;AttackingAreaS1;PositioningS1;SupportRangeS1;NumbersInAttackS1;DefensiveStylesS1;ContainmentAreaS1;PressuringS1;DefensiveLineS1;CompactnessS1;NumbersInDefenseS1;FluidS1;AdvancedAtt1S1;AdvancedAtt2S1;AdvancedDef1S1;AdvancedDef2S1;FFS1;Value1S1;Value2S1;Value3S1;Value4S1;Value5S1;Position1F1S2;Position2F1S2;Position3F1S2;Position4F1S2;Position5F1S2;Position6F1S2;Position7F1S2;Position8F1S2;Position9F1S2;Position10F1S2;Position11F1S2;LocationX1F1S2;LocationY1F1S2;LocationX2F1S2;LocationY2F1S2;LocationX3F1S2;LocationY3F1S2;LocationX4F1S2;LocationY4F1S2;LocationX5F1S2;LocationY5F1S2;LocationX6F1S2;LocationY6F1S2;LocationX7F1S2;LocationY7F1S2;LocationX8F1S2;LocationY8F1S2;LocationX9F1S2;LocationY9F1S2;LocationX10F1S2;LocationY10F1S2;LocationX11F1S2;LocationY11F1S2;Position1F2S2;Position2F2S2;Position3F2S2;Position4F2S2;Position5F2S2;Position6F2S2;Position7F2S2;Position8F2S2;Position9F2S2;Position10F2S2;Position11F2S2;LocationX1F2S2;LocationY1F2S2;LocationX2F2S2;LocationY2F2S2;LocationX3F2S2;LocationY3F2S2;LocationX4F2S2;LocationY4F2S2;LocationX5F2S2;LocationY5F2S2;LocationX6F2S2;LocationY6F2S2;LocationX7F2S2;LocationY7F2S2;LocationX8F2S2;LocationY8F2S2;LocationX9F2S2;LocationY9F2S2;LocationX10F2S2;LocationY10F2S2;LocationX11F2S2;LocationY11F2S2;Position1F3S2;Position2F3S2;Position3F3S2;Position4F3S2;Position5F3S2;Position6F3S2;Position7F3S2;Position8F3S2;Position9F3S2;Position10F3S2;Position11F3S2;LocationX1F3S2;LocationY1F3S2;LocationX2F3S2;LocationY2F3S2;LocationX3F3S2;LocationY3F3S2;LocationX4F3S2;LocationY4F3S2;LocationX5F3S2;LocationY5F3S2;LocationX6F3S2;LocationY6F3S2;LocationX7F3S2;LocationY7F3S2;LocationX8F3S2;LocationY8F3S2;LocationX9F3S2;LocationY9F3S2;LocationX10F3S2;LocationY10F3S2;LocationX11F3S2;LocationY11F3S2;AttackingStylesS2;BuildUpS2;AttackingAreaS2;PositioningS2;SupportRangeS2;NumbersInAttackS2;DefensiveStylesS2;ContainmentAreaS2;PressuringS2;DefensiveLineS2;CompactnessS2;NumbersInDefenseS2;FluidS2;AdvancedAtt1S2;AdvancedAtt2S2;AdvancedDef1S2;AdvancedDef2S2;FFS2;Value1S2;Value2S2;Value3S2;Value4S2;Value5S2;Position1F1S3;Position2F1S3;Position3F1S3;Position4F1S3;Position5F1S3;Position6F1S3;Position7F1S3;Position8F1S3;Position9F1S3;Position10F1S3;Position11F1S3;LocationX1F1S3;LocationY1F1S3;LocationX2F1S3;LocationY2F1S3;LocationX3F1S3;LocationY3F1S3;LocationX4F1S3;LocationY4F1S3;LocationX5F1S3;LocationY5F1S3;LocationX6F1S3;LocationY6F1S3;LocationX7F1S3;LocationY7F1S3;LocationX8F1S3;LocationY8F1S3;LocationX9F1S3;LocationY9F1S3;LocationX10F1S3;LocationY10F1S3;LocationX11F1S3;LocationY11F1S3;Position1F2S3;Position2F2S3;Position3F2S3;Position4F2S3;Position5F2S3;Position6F2S3;Position7F2S3;Position8F2S3;Position9F2S3;Position10F2S3;Position11F2S3;LocationX1F2S3;LocationY1F2S3;LocationX2F2S3;LocationY2F2S3;LocationX3F2S3;LocationY3F2S3;LocationX4F2S3;LocationY4F2S3;LocationX5F2S3;LocationY5F2S3;LocationX6F2S3;LocationY6F2S3;LocationX7F2S3;LocationY7F2S3;LocationX8F2S3;LocationY8F2S3;LocationX9F2S3;LocationY9F2S3;LocationX10F2S3;LocationY10F2S3;LocationX11F2S3;LocationY11F2S3;Position1F3S3;Position2F3S3;Position3F3S3;Position4F3S3;Position5F3S3;Position6F3S3;Position7F3S3;Position8F3S3;Position9F3S3;Position10F3S3;Position11F3S3;LocationX1F3S3;LocationY1F3S3;LocationX2F3S3;LocationY2F3S3;LocationX3F3S3;LocationY3F3S3;LocationX4F3S3;LocationY4F3S3;LocationX5F3S3;LocationY5F3S3;LocationX6F3S3;LocationY6F3S3;LocationX7F3S3;LocationY7F3S3;LocationX8F3S3;LocationY8F3S3;LocationX9F3S3;LocationY9F3S3;LocationX10F3S3;LocationY10F3S3;LocationX11F3S3;LocationY11F3S3;AttackingStylesS3;BuildUpS3;AttackingAreaS3;PositioningS3;SupportRangeS3;NumbersInAttackS3;DefensiveStylesS3;ContainmentAreaS3;PressuringS3;DefensiveLineS3;CompactnessS3;NumbersInDefenseS3;FluidS3;AdvancedAtt1S3;AdvancedAtt2S3;AdvancedDef1S3;AdvancedDef2S3;FFS3;Value1S3;Value2S3;Value3S3;Value4S3;Value5S3;IndexPlayer1;IndexPlayer2;IndexPlayer3;IndexPlayer4;IndexPlayer5;IndexPlayer6;IndexPlayer7;IndexPlayer8;IndexPlayer9;IndexPlayer10;IndexPlayer11;IndexPlayer12;IndexPlayer13;IndexPlayer14;IndexPlayer15;IndexPlayer16;IndexPlayer17;IndexPlayer18;IndexPlayer19;IndexPlayer20;IndexPlayer21;IndexPlayer22;IndexPlayer23;IndexPlayer24;IndexPlayer25;IndexPlayer26;IndexPlayer27;IndexPlayer28;IndexPlayer29;IndexPlayer30;IndexPlayer31;IndexPlayer32;IndexPlayer33;IndexPlayer34;IndexPlayer35;IndexPlayer36;IndexPlayer37;IndexPlayer38;IndexPlayer39;IndexPlayer40;Captain;ShortFK;LongFK;RightCorner;LeftCorner;Penalty;SecondKicker;Header1;Header2;Header3;AutoSubstitutions;OffsideTrap;SwitchTactics;AutoChangeAttDef;Value1;Value2;Zeros
2010;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;38;91;38;13;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;34;52;38;91;38;13;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;38;91;38;13;43;52;0;0;0;1;7;2;1;0;0;5;8;2;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;33;90;33;14;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;38;91;38;13;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;33;89;33;15;43;52;0;0;0;0;8;2;1;0;0;4;9;3;0;5;0;12;0;0;0;0;0;0;0;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;38;91;38;13;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;34;52;38;91;38;13;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;22;66;22;38;32;52;38;91;38;13;43;52;0;0;0;1;7;2;1;0;0;5;8;2;0;5;0;12;0;0;0;0;0;0;0;2;4;5;11;9;16;13;20;23;21;25;1;6;8;10;12;15;27;18;28;19;22;26;0;3;7;14;17;24;29;30;31;32;33;34;35;36;37;38;39;2;9;9;9;9;9;23;255;255;255;0;0;0;0;0;0;0
2019;0;1;1;1;4;4;7;6;5;12;12;3;52;10;52;10;73;10;31;18;64;18;40;30;86;30;18;30;52;43;66;43;38;0;1;1;1;5;5;7;6;8;12;12;3;52;10;52;10;73;10;31;21;65;21;38;30;86;30;18;33;52;43;66;43;38;0;1;1;1;4;4;7;6;5;12;12;3;52;10;52;10;73;10;31;18;64;18;40;20;88;20;16;30;52;43;66;43;38;0;0;0;0;6;2;1;1;1;2;9;2;0;5;0;16;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;33;77;33;27;43;52;0;1;1;1;3;2;4;4;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;35;85;35;17;43;52;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;33;77;33;27;43;52;0;0;0;0;7;2;1;1;0;1;6;3;0;5;0;139637976727552;0;0;0;0;0;0;0;0;1;1;1;4;4;7;6;5;12;12;3;52;10;52;10;73;10;31;18;64;18;40;30;86;30;18;30;52;43;66;43;38;0;1;1;1;5;5;7;6;8;12;12;3;52;10;52;10;73;10;31;21;65;21;38;30;86;30;18;33;52;43;66;43;38;0;1;1;1;4;4;7;6;5;12;12;3;52;10;52;10;73;10;31;18;64;18;40;20;88;20;16;30;52;43;66;43;38;0;0;0;0;6;2;1;1;1;2;9;2;0;5;0;16;0;0;0;0;0;0;0;1;5;7;3;16;14;23;22;20;26;28;0;4;6;12;10;13;15;21;24;25;19;27;2;8;9;11;17;18;29;30;31;32;33;34;35;36;37;38;39;28;28;20;28;28;28;7;255;255;255;0;0;0;0;0;0;0
2020;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;51;37;91;37;13;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;32;52;42;85;42;19;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;25;51;34;88;34;16;43;52;0;1;0;0;6;3;0;1;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;26;33;65;33;36;43;52;0;1;1;3;2;4;7;6;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;27;88;27;16;33;65;33;36;43;52;0;1;1;3;2;4;5;5;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;24;77;24;26;33;65;33;36;43;52;0;1;0;0;2;2;0;1;0;2;6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;27;51;37;91;37;13;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;32;52;42;85;42;19;43;52;0;1;1;3;2;4;4;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;64;18;40;25;51;34;88;34;16;43;52;0;1;0;0;6;3;0;1;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8;5;10;11;14;17;18;21;1;4;12;24;7;9;22;19;13;16;20;23;6;15;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;18;11;11;11;11;21;5;255;255;255;0;0;0;0;0;0;0
2024;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;1;1;1;0;6;3;0;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;7;6;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;34;89;34;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;36;88;36;16;43;52;0;1;1;3;2;4;4;8;7;6;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;34;89;34;16;43;52;1;1;1;1;4;2;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;0;1;1;3;2;5;5;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;0;1;1;3;2;4;4;8;10;9;12;3;52;10;63;10;41;12;89;12;15;20;66;20;37;29;51;37;87;37;16;43;52;1;1;1;0;6;3;0;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;0;1;3;4;11;10;14;15;18;22;19;23;0;5;6;7;9;12;13;16;17;20;21;24;2;8;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;19;18;4;14;14;22;4;255;255;255;0;0;0;0;0;0;0
2025;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;78;27;25;32;52;43;65;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;32;52;43;65;43;38;0;1;1;3;2;4;5;5;5;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;78;27;25;27;51;43;65;43;38;1;1;0;0;4;3;1;0;1;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;32;52;43;65;43;38;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;32;52;43;65;43;38;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;78;27;25;32;52;43;65;43;38;1;1;0;0;7;2;1;0;1;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;78;27;25;32;52;43;65;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;32;52;43;65;43;38;0;1;1;3;2;4;5;5;5;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;78;27;25;27;51;43;65;43;38;1;1;0;0;4;3;1;0;1;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;7;5;10;8;13;17;16;14;18;22;2;3;4;6;9;11;12;15;21;19;20;23;1;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;7;10;17;10;10;22;8;255;255;255;0;0;0;0;0;0;0
2067;0;1;1;1;5;5;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;22;89;22;15;32;70;32;34;43;52;0;1;1;1;5;5;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;29;89;29;15;32;70;32;34;43;52;0;1;1;1;4;4;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;20;89;20;15;32;70;32;34;43;52;0;0;0;0;7;3;0;0;1;3;9;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;79;34;25;43;52;0;1;1;1;3;2;4;4;10;9;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;35;85;35;18;43;52;0;1;1;1;3;2;4;4;8;8;12;3;52;10;52;10;73;10;31;15;89;15;15;20;64;20;40;34;79;34;25;43;52;0;0;0;0;8;2;0;0;1;2;9;2;0;7;0;12;0;0;0;0;0;0;0;0;1;1;1;5;5;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;22;89;22;15;32;70;32;34;43;52;0;1;1;1;5;5;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;29;89;29;15;32;70;32;34;43;52;0;1;1;1;4;4;7;6;8;8;12;3;52;10;52;10;73;10;31;18;64;18;40;20;89;20;15;32;70;32;34;43;52;0;0;0;0;7;3;0;0;1;3;9;2;0;7;0;12;0;0;0;0;0;0;0;0;4;3;5;7;15;11;14;18;9;21;1;2;6;12;13;10;8;19;16;17;20;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;9;9;9;9;9;7;255;255;255;0;0;0;0;0;0;0
2069;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;77;28;27;37;94;37;10;43;52;0;1;1;3;2;5;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;25;51;28;77;28;27;43;87;43;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;28;77;28;27;34;94;34;10;43;52;0;1;0;1;7;3;0;0;0;5;8;2;0;9;0;16;0;0;0;0;0;0;0;0;1;1;3;2;4;4;7;6;5;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;26;51;43;52;0;1;1;3;2;5;5;7;6;8;12;3;52;11;64;11;40;13;88;13;16;19;64;19;40;31;88;31;16;33;52;43;52;0;1;1;3;2;4;4;7;6;5;12;3;52;10;63;10;41;12;89;12;15;20;64;20;40;30;87;30;18;30;51;43;52;0;1;0;1;8;1;0;0;0;4;6;3;0;9;0;16;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;28;77;28;27;37;94;37;10;43;52;0;1;1;3;2;5;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;25;51;28;77;28;27;43;87;43;16;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;28;77;28;27;34;94;34;10;43;52;0;1;0;1;7;3;0;0;0;5;8;2;0;9;0;16;0;0;0;0;0;0;0;0;5;6;11;10;14;13;21;16;22;25;2;4;7;9;12;15;17;18;19;20;23;24;1;3;8;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;13;13;13;13;25;10;255;255;255;0;0;0;0;0;0;0
2070;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;34;52;43;67;43;38;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;1;1;1;1;4;3;0;0;1;5;4;2;0;139637976727552;0;139637976727552;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;1;1;1;1;5;2;0;0;1;4;5;3;0;139637976727552;0;139637976727552;0;0;0;0;0;0;0;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;1;1;1;3;2;5;5;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;34;52;43;67;43;38;0;1;1;1;3;2;4;4;5;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;1;1;1;1;4;3;0;0;1;5;4;2;0;139637976727552;0;139637976727552;0;0;0;0;0;0;0;1;8;7;4;11;9;14;13;19;25;24;2;5;6;10;12;15;20;16;18;17;23;26;0;3;22;21;27;28;29;30;31;32;33;34;35;36;37;38;39;19;9;9;9;9;9;24;255;255;255;0;0;0;0;0;0;0
2071;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;52;30;68;30;35;37;94;37;10;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;52;32;68;32;36;37;94;37;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;19;52;30;68;30;35;34;91;34;13;43;52;0;0;1;0;9;2;0;0;1;2;7;2;0;1;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;76;24;29;34;89;34;15;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;24;76;24;29;35;90;35;15;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;24;76;24;29;34;89;34;15;43;52;0;0;0;0;7;2;0;0;1;1;8;3;0;1;0;11;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;52;30;68;30;35;37;94;37;10;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;22;52;32;68;32;36;37;94;37;10;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;19;52;30;68;30;35;34;91;34;13;43;52;0;0;1;0;9;2;0;0;1;2;7;2;0;1;0;11;0;0;0;0;0;0;0;0;3;6;10;7;13;20;11;19;18;22;1;4;5;9;8;12;15;21;16;17;23;24;2;14;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;0;20;13;20;20;20;7;255;255;255;0;0;0;0;0;0;0
2078;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;34;71;34;35;39;90;39;14;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;34;94;34;10;43;52;0;0;1;1;5;2;1;0;1;2;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;1;3;2;4;4;8;12;12;3;52;10;52;10;73;10;31;15;89;15;15;22;65;22;39;32;52;43;67;43;38;0;0;0;0;6;2;1;0;1;4;8;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;39;90;39;14;43;52;0;1;1;3;2;4;8;8;10;9;12;3;52;10;63;10;41;12;89;12;15;18;52;34;71;34;35;39;90;39;14;43;52;0;1;1;3;2;4;5;5;7;6;12;3;52;10;63;10;41;12;89;12;15;18;52;27;79;27;25;34;94;34;10;43;52;0;0;1;1;5;2;1;0;1;2;7;2;0;0;0;0;0;0;0;0;0;0;0;0;3;2;7;5;8;13;11;14;10;18;1;4;6;9;12;15;16;17;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;18;13;2;2;2;18;2;255;255;255;0;0;0;0;0;0;0
2081;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;32;52;43;67;43;38;0;1;1;3;2;4;5;5;11;12;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;25;36;53;43;66;43;39;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;32;52;43;67;43;38;1;1;1;0;3;2;0;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;4;4;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;23;76;23;27;32;63;32;39;43;52;0;1;1;3;2;4;4;4;8;8;12;3;52;10;63;10;41;12;89;12;15;18;52;23;76;23;27;32;63;32;39;43;52;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;32;52;43;67;43;38;1;1;1;0;5;1;0;0;1;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;32;52;43;67;43;38;0;1;1;3;2;4;5;5;11;12;12;3;52;10;63;10;41;12;89;12;15;18;52;23;77;23;25;36;53;43;66;43;39;0;1;1;3;2;4;5;5;8;12;12;3;52;10;63;10;41;12;89;12;15;18;52;27;77;27;27;32;52;43;67;43;38;1;1;1;0;3;2;0;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;2;9;6;11;12;14;15;17;18;1;3;4;7;10;20;8;13;16;19;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;11;9;9;9;9;9;6;255;255;255;0;0;0;0;0;0;0
