Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
190;Udinese Calcio;215;29;90022;False;;;;;;;;;;;;;;;;;;;;;;;;UDI;-1;-1;Friuli;;-1;;4229;262143;262143;;;;;3112960;3112961;3113088;3112962;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;0;0;63;63;63;0;3;1;3;1;1;0;0;0;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
191;SL Benfica;228;29;100237;False;;;;;;;;;;;;;;;;;;;;;;;;SLB;-1;-1;Estadio da Luz;;-1;;192;193;262143;;;;;3129344;3129345;3129472;3129346;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;57;0;8;63;63;63;0;6;4;3;1;1;57;0;8;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
192;FC Porto;228;13;101839;False;;;;;;;;;;;;;;;;;;;;;;;;POR;-1;-1;Estadio do Dragao;;-1;;262143;193;191;;;;;3145728;3145729;3145856;3145730;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;11;28;63;63;63;0;1;7;4;2;1;0;11;28;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
193;Sporting CP;228;10;100913;False;;;;;;;;;;;;;;;;;;;;;;;;SCP;-1;-1;Estadio Jose Alvalade;;-1;;192;191;262143;;;;;3162112;3162113;3162240;3162114;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;35;24;63;63;63;0;5;5;1;2;2;63;63;63;0;35;24;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
194;Real Betis;236;29;93;False;;;;;;;;;;;;;;;;;;;;;;;;BET;-1;-1;Estadio Benito Villamarin;;-1;;265;260;1765;;;;;3178496;3178497;3178624;3178498;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;28;1;63;63;63;0;6;5;1;1;7;0;28;1;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
195;Celta de Vigo;236;15;100107;False;;;;;;;;;;;;;;;;;;;;;;;;CEL;-1;-1;Balaidos;;-1;;111;262143;262143;;;;;3194880;3194881;3195008;3194882;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;23;39;47;56;8;15;0;5;6;3;1;1;23;39;47;56;8;15;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
196;Real Sociedad;236;15;100179;False;;;;;;;;;;;;;;;;;;;;;;;;RSO;-1;-1;Anoeta;;-1;;258;4145;262143;;;;;3211264;3211265;3211392;3211266;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;5;15;34;63;63;63;0;3;6;1;1;1;5;15;34;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
197;Fenerbahçe SK;190;46;101066;False;;;;;;;;;;;;;;;;;;;;;;;;FB;-1;-1;Sukru Saracoglu Stadium;;-1;;130;273;1945;;;;;3227648;3227649;3227776;3227650;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;60;0;0;17;33;0;1;2;1;1;2;63;63;63;63;60;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
198;Panathinaikos FC;211;40;104;False;;;;;;;;;;;;;;;;;;;;;;;;PAN;-1;-1;Olympiako Stadio Athens Spyros;;-1;;133;270;1212;;;;;3244032;3244033;3244160;3244034;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;30;15;63;63;63;0;5;5;1;1;1;0;30;15;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
199;Zalgiris Vilnius;219;20;100025;False;;;;;;;;;;;;;;;;;;;;;;;;ZLG;-1;-1;;;-1;;262143;262143;262143;;;;;3260416;3260417;3260544;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;63;63;63;0;5;4;1;1;11;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
200;Ceres Negros;29;29;100065;False;;;;;;;;;;;;;;;;;;;;;;;;CER;-1;-1;;;-1;;262143;262143;262143;;;;;3276800;3276801;3276928;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;63;63;63;0;7;8;1;1;11;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
201;Birmingham City;204;20;101208;False;;;;;;;;;;;;;;;;;;;;;;;;BIR;-1;-1;St. Andrews;;-1;;107;208;399;;;;;3293184;3293185;3293312;3293186;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;11;21;49;63;63;63;0;7;7;1;1;1;0;15;33;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
203;Charlton Athletic;204;29;102219;False;;;;;;;;;;;;;;;;;;;;;;;;CHA;-1;-1;The Valley;;-1;;382;387;262143;;;;;3325952;3325953;3326080;3325954;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;47;6;10;10;10;10;0;3;4;1;1;5;54;10;10;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
204;Leicester City;204;42;90023;False;;;;;;;;;;;;;;;;;;;;;;;;LEI;-1;-1;King Power Stadium;;-1;;383;389;4183;;;;;3342336;3342337;3342464;3342338;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;2;26;63;63;63;0;1;8;2;1;1;0;2;26;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
205;Middlesbrough FC;204;20;36299;False;;;;;;;;;;;;;;;;;;;;;;;;MID;-1;-1;Riverside Stadium;;-1;;106;396;262143;;;;;3358720;3358721;3358848;3358722;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;53;0;11;63;63;63;0;3;4;2;1;1;53;0;11;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
207;Southampton FC;204;20;35;False;;;;;;;;;;;;;;;;;;;;;;;;SOU;-1;-1;St Marys Stadium;;-1;;4365;262143;262143;;;;;3391488;3391489;3391616;3391490;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;52;2;4;63;63;63;0;3;4;1;1;5;52;2;4;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
208;Wolverhampton Wanderers;204;42;502;False;;;;;;;;;;;;;;;;;;;;;;;;WOL;-1;-1;Molineux Stadium;;-1;;399;107;4183;;;;;3407872;3407873;3408000;3407874;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;46;5;0;0;0;0;4;3;2;1;1;63;46;5;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
210;SC Bastia;208;29;100403;False;;;;;;;;;;;;;;;;;;;;;;;;SCB;-1;-1;Stade Armand Cesari;;-1;;262143;217;262143;;;;;3440640;3440641;3440768;3440642;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;8;12;33;55;55;55;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
211;EA Guingamp;208;18;100598;False;;;;;;;;;;;;;;;;;;;;;;;;EAG;-1;-1;Roudourou;;-1;;218;1329;414;;;;;3457024;3457025;3457152;3457026;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;59;7;8;0;0;0;0;5;1;3;1;1;59;7;8;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
212;Le Mans FC;208;18;9;False;;;;;;;;;;;;;;;;;;;;;;;;MAN;-1;-1;Stade Marie-Marvingt;;-1;;262143;262143;262143;;;;;3473408;3473409;3473536;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;42;11;12;53;53;53;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
213;LOSC Lille;208;13;101768;False;;;;;;;;;;;;;;;;;;;;;;;;LIL;-1;-1;Stade Pierre Mauroy;;-1;;182;1528;262143;;;;;3489792;3489793;3489920;3489794;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;49;0;6;63;63;63;0;5;1;4;1;2;49;0;6;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
215;Montpellier HSC;208;20;35502;False;;;;;;;;;;;;;;;;;;;;;;;;MON;-1;-1;Stade de la Mosson;;-1;;262143;262143;262143;;;;;3522560;3522561;3522688;3522562;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;1;10;28;63;31;8;0;5;7;4;1;1;1;10;28;63;31;8;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
216;FC Nantes;208;20;101068;False;;;;;;;;;;;;;;;;;;;;;;;;FCN;-1;-1;La Beaujoire;;-1;;403;218;414;;;;;3538944;3538945;3539072;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;55;0;0;24;12;0;6;1;4;1;1;63;55;0;0;24;12;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
217;OGC Nice;208;29;392;False;;;;;;;;;;;;;;;;;;;;;;;;OGC;-1;-1;Allianz Riviera;;-1;;112;210;113;;;;;3555328;3555329;3555456;3555330;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;55;0;1;0;0;0;0;6;1;4;2;2;55;0;1;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
218;Stade Rennais FC;208;18;102010;False;;;;;;;;;;;;;;;;;;;;;;;;REN;-1;-1;Roazhon Park;;-1;;216;211;1329;;;;;3571712;3571713;3571840;3571714;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;54;6;6;0;0;0;0;6;5;3;1;1;54;6;6;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
219;FC Sochaux-Montbéliard;208;20;100835;False;;;;;;;;;;;;;;;;;;;;;;;;SOC;-1;-1;Stade Auguste Bonal;;-1;;262143;262143;262143;;;;;3588096;3588097;3588224;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;53;0;0;8;21;0;5;8;4;1;15;63;53;0;0;8;21;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
221;Toulouse FC;208;17;244;False;;;;;;;;;;;;;;;;;;;;;;;;TFC;-1;-1;Stadium Municipal;;-1;;262143;262143;262143;;;;;3620864;3620865;3620992;3620866;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;26;22;34;63;63;63;0;1;8;4;1;2;26;22;34;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
225;Borussia Mönchengladbach;210;29;101524;False;;;;;;;;;;;;;;;;;;;;;;;;BMG;-1;-1;Stadion im Borussia Park;;-1;;126;4137;262143;;;;;3686400;3686401;3686528;3686402;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;63;63;63;21;44;10;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
226;Eintracht Frankfurt;210;47;2362;False;;;;;;;;;;;;;;;;;;;;;;;;SGE;-1;-1;Commerzbank Arena;;-1;;436;262143;262143;;;;;3702784;3702785;3702912;3702786;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;50;5;5;0;0;0;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
227;SC Freiburg;210;20;100030;False;;;;;;;;;;;;;;;;;;;;;;;;SCF;-1;-1;Schwarzwald Stadion;;-1;;231;262143;262143;;;;;3719168;3719169;3719296;3719170;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;51;5;5;0;0;0;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
231;VfB Stuttgart;210;17;100057;False;;;;;;;;;;;;;;;;;;;;;;;;VFB;-1;-1;Mercedes Benz Arena;;-1;;127;227;262143;;;;;3784704;3784705;3784832;3784706;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;52;0;10;63;63;63;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
232;VfL Wolfsburg;210;45;101761;False;;;;;;;;;;;;;;;;;;;;;;;;WOL;-1;-1;Volkswagen Arena;;-1;;185;262143;262143;;;;;3801088;3801089;3801216;3801090;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;24;44;11;63;63;63;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
234;Atalanta BC;215;44;101837;False;;;;;;;;;;;;;;;;;;;;;;;;ATA;-1;-1;Atleti Azzurri d'Italia;;-1;;125;119;327;;;;;3833856;3833857;3833984;3833858;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;24;42;0;0;0;0;5;7;4;1;1;0;24;42;0;0;0;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
235;FC Empoli;215;29;101952;False;;;;;;;;;;;;;;;;;;;;;;;;EMP;-1;-1;Carlo Castellani;;-1;;124;4241;262143;;;;;3850240;3850241;3850368;3850242;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;0;29;47;0;29;47;0;3;7;2;1;1;0;29;47;0;29;47;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
237;Modena FC;215;40;11;False;;;;;;;;;;;;;;;;;;;;;;;;MOD;-1;-1;Alberto Braglia Stadium;;-1;;1919;123;186;;;;;3883008;3883009;3883136;3883010;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;61;49;6;53;53;53;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
238;Palermo FC;215;29;100754;False;;;;;;;;;;;;;;;;;;;;;;;;PAL;-1;-1;Stadio Renzo Barbera;;-1;;320;262143;262143;;;;;3899392;3899393;3899520;3899394;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;54;32;47;8;8;10;0;0;0;1;1;1;63;63;63;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
240;UC Sampdoria;215;29;102248;False;;;;;;;;;;;;;;;;;;;;;;;;SAM;-1;-1;Luigi Ferraris;;-1;;323;327;186;;;;;3932160;3932161;3932288;3932162;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;8;13;38;63;63;63;0;6;7;3;1;1;8;13;38;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
242;AZ Alkmaar;224;17;395;False;;;;;;;;;;;;;;;;;;;;;;;;AZ;-1;-1;AFAS Stadion;;-1;;116;262143;262143;;;;;3964928;3964929;3965056;3964930;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;50;8;6;63;63;63;0;3;4;2;1;2;63;63;63;50;8;6;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
244;FC Groningen;224;17;100490;False;;;;;;;;;;;;;;;;;;;;;;;;GRO;-1;-1;Euroborg;;-1;;245;262143;262143;;;;;3997696;3997697;3997824;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;7;27;20;63;63;63;0;5;5;1;1;8;7;27;20;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
245;SC Heerenveen;224;42;101331;False;;;;;;;;;;;;;;;;;;;;;;;;HEE;-1;-1;Abe Lenstra Stadion;;-1;;262143;244;262143;;;;;4014080;4014081;4014208;4014082;4294950912;4294950912;4294950912;4294950912;4294950912;4294950912;6;12;27;63;63;63;0;6;7;1;1;1;6;12;27;63;63;63;-1;-1;-1;;;;63;63;63;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;0;0;0;0;-1;0;0;0;0;0;0;0;0;0
