Id;Name;Id Club;Club;Id National;National
60186;César Rigamonti;1924;Gimnasia de Mendoza;0;
60188;Luciano Lollo;0;;0;
60195;Tobías Figueroa;0;;0;
60197;Lucas Melano;0;;0;
60198;Guido Herrera;5046;Club Atlético Talleres;0;
60199;Federico Álvarez;1926;Club Atlético Tigre;0;
60200;Nicolás Ferreyra;0;;0;
60201;Renzo Saravia;110;Valencia CF;0;
60202;Lucas Zelarayán;2536;Club Atlético Belgrano;1167;Armenia
60203;Emiliano Rigoni;2536;Club Atlético Belgrano;0;
60208;Leandro Fioravanti;2218;Deportivo Táchira;0;
60220;Gonzalo Escalante;2544;Deportes La Serena;0;
60221;Federico Bravo;0;;0;
60223;Agustín García;1237;Racing Club;0;
60224;Manuel Vicentini;2536;Club Atlético Belgrano;0;
60231;Luis Fariña;0;;0;
60232;Bruno Zuculini;1237;Racing Club;0;
60234;Claudio Corvalán;2538;Club Atlético Unión;0;
60235;Luciano Vietto;1243;CA San Lorenzo;0;
60236;M. Pérez Guedes;2215;Universitario de Deportes;0;
60238;Juan Musso;172;Atlético Madrid;50;Argentina
60239;Esteban Saveljich;0;;0;
60240;Ricardo Centurión;0;;0;
60241;Rodrigo de Paul;5738;Inter Miami CF;50;Argentina
60243;José Luis Gómez;0;;0;
60250;Nicolás Avellaneda;2546;Unión La Calera;0;
60252;Marcelo Herrera;0;;0;
60254;Nicolás Pasquini;2730;CA Sarmiento;0;
60255;Juan Jaime;0;;0;
60260;Federico Andrada;0;;0;
60262;Matías Kranevitter;5652;Fatih Karagümrük;0;
60263;Éder Balanta;0;;0;
60265;Augusto Solari;2538;Club Atlético Unión;0;
60266;Tomás Martínez;2658;Barcelona SC;0;
60288;Fernando Monetti;0;;0;
60293;Dardo Miloc;5657;CA Barracas Central;0;
60294;Emiliano Méndez;0;;0;
60297;Oliver Benítez;0;;0;
60299;Nacho Fernández;1239;Gimnasia La Plata;0;
60305;Roberto Bochi;2717;CA Aldosivi;0;
60306;Matías García;0;;0;
60308;Maximiliano Meza;138;CA River Plate;0;
60310;Gustavo Fernández;0;;0;
60325;Damián Musto;0;;0;
60337;Leonardo Gil;1922;CA Huracán;0;
60341;Marcos Riquelme;0;;0;
60345;Christian Mafla;2657;Independiente Santa Fe;0;
60347;Ezequiel Cerutti;1243;CA San Lorenzo;0;
60351;Jorge Broun;1242;CA Rosario Central;0;
60355;Federico Carrizo;2198;Club Libertad;0;
60358;Javier Toledo;0;;0;
60360;Jeremías Ledesma;1242;CA Rosario Central;0;
60362;Walter Acuña;0;;0;
60364;Nery Domínguez;0;;0;
60365;Rafael Delgado;2544;Deportes La Serena;0;
60372;Walter Montoya;0;;0;
60380;Leon Goretzka;127;Bayern München;14;Germany
60381;Jindřich Staněk;5189;Slavia Prague;0;
60387;Lucas Pérez;0;;0;
60389;Yang Chaosheng;0;;0;
60390;Luís Manuel;0;;0;
60391;Rafa Silva;191;SL Benfica;0;
60403;Ahmed Barman;66871;Al Ain FC;0;
60412;Jaloliddin Masharipov;67112;Esteghlal FC;1184;Uzbekistan
60422;Oier Olazábal;0;;0;
60423;Denis Cheryshev;0;;0;
60424;Johan Mojica;261;RCD Mallorca;44;Colombia
60425;Álvaro García;370;Rayo Vallecano;0;
60430;Luka Milivojević;0;;0;
60432;Claude Gonçalves;1756;Legia Warszawa;0;
60437;Youssouf Sabaly;0;;0;
60442;Bryan Pelé;0;;0;
60443;Benjamin Mendy;0;;0;
60446;Kingsley Coman;2577;Al Nassr FC;0;
60447;Mike Maignan;121;AC Milan;8;France
60449;Joachim Eickmayer;210;SC Bastia;0;
60451;Arthur Masuaku;1050;Congo DR;0;
60461;Wesley Saïd;182;RC Lens;0;
60462;Cédric Hountondji;1042;Benin;0;
60463;Steven Moreira;4151;Columbus Crew;0;
60465;Daniele Baselli;0;;0;
60466;Marco Sportiello;234;Atalanta BC;0;
60468;Alex Ferrari;240;UC Sampdoria;0;
60473;Gervane Kastaneer;1124;Curacao;0;
60477;W. Troost-Ekong;0;;0;
60482;Yusuf Cihat Çelik;0;;0;
60485;Karim Rekik;0;;0;
60486;Joshua Brenet;1996;Kayserispor;0;
60489;Jeroen Houwen;0;;0;
60494;Andrea Petagna;4914;AC Monza;0;
60495;Gennaro Tutino;4141;US Avellino;0;
60499;Giuseppe Prestia;0;;0;
60500;José Mauri;0;;0;
60501;Alberto Cerri;1362;Cesena FC;0;
60502;Łukasz Skorupski;186;Bologna FC;19;Poland
60505;Paweł Wszołek;1756;Legia Warszawa;0;
60507;Diego Falcinelli;0;;0;
60508;Nikola Maksimović;0;;0;
60510;Silvan Widmer;436;FSV Mainz 05;11;Switzerland
60512;Bruno Fernandes;100;Manchester United;6;Portugal
60514;Henri Anier;0;;1172;Estonia
60519;John Lundstram;1589;Hull City;0;
60523;Tyias Browning;4094;Shanghai Port;54;China
60525;Lloyd Jones;203;Charlton Athletic;0;
60527;Simon Moore;396;Sunderland AFC;0;
60529;Sergi Darder;261;RCD Mallorca;0;
60531;Enric Saborit;0;;0;
60532;Erik Morán;0;;0;
60534;Adnan Januzaj;265;Sevilla FC;0;
60536;Mikael Mandron;1987;St. Mirren FC;0;
60538;Liam Henderson;240;UC Sampdoria;0;
60545;Marcel Tisserand;67114;Sydney FC;0;
60546;Jessy Pi;0;;0;
60548;Jordan Amavi;0;;0;
60550;A. Saint-Maximin;182;RC Lens;0;
60551;Jeison Murillo;0;;0;
60554;Aleksandar Mitrović;66882;Al Rayyan SC;1550;Serbia
60556;Germán Parreño;111;Deportivo La Coruña;0;
60557;Santi Mina;0;;0;
60558;Rubén Blanco;2187;Girona FC;0;
60560;Simone Scuffet;4241;Pisa Sporting Club;0;
60561;Roberto Inglese;0;;0;
60562;Alessandro Capello;0;;0;
60563;Keita Baldé;4914;AC Monza;0;
60565;Bruno Petković;5821;Kocaelispor;0;
60568;Stipe Perica;0;;0;
60571;Sebastián Vegas;0;;0;
60577;Juan Delgado;0;;0;
60579;Dilan Zúñiga;2548;CD Palestino;0;
60583;Nicolás Vargas;2545;Huachipato FC;0;
60587;Juan Fuentes;2553;CD Cobresal;0;
60596;Pablo Vegetti;1260;Club Cerro Porteño;0;
60611;Josué Sá;0;;0;
60612;Ricardo Gomes;0;;0;
60618;Deyverson;1907;LDU Quito;0;
60620;Tiemoué Bakayoko;0;;0;
60621;Adrien Hunou;407;Clermont Foot;0;
60622;Martin Braithwaite;1250;Grêmio;0;
60623;Saliou Ciss;0;;0;
60627;William Carvalho;0;;0;
60631;Ignacio Pussetto;1240;CA Independiente;0;
60633;Jorge Luna;0;;0;
60653;Nehuén Paz;1922;CA Huracán;0;
60657;Jonathan Calleri;1255;São Paulo FC;0;
60659;Sergio Vittor;1927;CA Banfield;0;
60663;José Palomino;5046;Club Atlético Talleres;0;
60667;Enrique Triverio;2502;The Strongest;0;
60668;Jonatan Gómez;2730;CA Sarmiento;0;
60672;Juan Randazzo;5366;Club Deportivo Riestra;0;
60673;Federico Milo;0;;0;
60674;José Ramírez;0;;0;
60675;Ramiro Carrera;1929;Club Atlético Lanús;0;
60677;Lucas Acosta;1929;Club Atlético Lanús;0;
60680;A. Martín Arias;1260;Club Cerro Porteño;0;
60682;Jorge Carranza;0;;0;
60684;Claudio Aquino;1256;CSD Colo Colo;0;
60687;Rodrigo Battaglia;139;CA Boca Juniors;0;
60689;Roger Martinez;2580;Al Taawoun FC;0;
60694;Giovanni Simeone;333;Torino FC;0;
60696;Juan Cavallaro;0;;0;
60697;Abel Luciatti;1260;Club Cerro Porteño;0;
60698;Emmanuel Más;0;;0;
60699;Facundo Quignón;0;;0;
60703;Gonzalo Piovi;1265;Cruz Azul;0;
60709;José Sá;208;Wolverhampton Wanderers;6;Portugal
60711;Marcos Bolados;1256;CSD Colo Colo;0;
60719;Álvaro Madrid;1256;CSD Colo Colo;0;
60732;Iván Balliu;370;Rayo Vallecano;1165;Albania
60738;Ricardo Horta;1974;Sporting Braga;6;Portugal
60739;Pedro Tiba;0;;0;
60744;Alex Silva;2454;Ceará SC;0;
60748;Juan Angulo;0;;0;
60751;Dankler;0;;0;
60753;Abner Felipe;4206;USL Dunkerque;0;
60754;Samuel Portugal;9005;Al Okhdood Club;0;
60757;Luan Polli;5973;Athletic Club;0;
60760;Kenedy;0;;0;
60761;Erik Lima;2372;Machida Zelvia;0;
60763;Wendell;1255;São Paulo FC;0;
60764;Paulinho Moccelin;5048;Londrina EC;0;
60769;Raphael Silva;0;;0;
60770;Bergson;70484;Johor Darul Ta'zim;0;
60775;Gabriel Xavier;0;;0;
60776;Bruno Henrique;1252;SC Internacional;0;
60780;Henrique Silva;0;;0;
60782;Daniel Borges;5767;Mirassol FC;0;
60789;Victor Luis;5767;Mirassol FC;0;
60796;Paulinho;0;;6;Portugal
60798;Simy;0;;0;
60800;Pelé;0;;0;
60802;Sebastian Mladen;2556;Panetolikos FC;0;
60803;Diego Gonçalves;2460;Criciúma EC;0;
60804;Oumar Diakhité;0;;0;
60808;Sandro Lima;5845;FC Alverca;0;
60815;Israel Poblete;2209;Universidad de Chile;0;
60817;César Pinares;5980;Deportes Limache;0;
60825;Juan Pablo Gómez;0;;0;
60832;Mbaye Diagne;0;;0;
60835;Roberto Gagliardini;336;Hellas Verona;0;
60840;Joeri de Kamps;0;;0;
60841;I. Bel Hassani;0;;0;
60844;Jorrit Hendrix;0;;0;
60847;Jean Seri;0;;1051;Côte D'Ivoire
60851;Ante Rebić;2525;HNK Hajduk Split;0;
60855;Miguel Borja;70924;Al Wasl FC;0;
60858;Raffaele Pucino;319;SSC Bari;0;
60861;Qasem Al Nakhli;9012;Al Qadsiah FC;0;
60865;Nathaniel Chalobah;394;Sheffield Wednesday;0;
60875;David Costas;4260;Real Oviedo;0;
60876;Jhon Cordoba;2618;FK Krasnodar;44;Colombia
60878;Stole Dimitrievski;110;Valencia CF;1180;North Macedonia
60879;Adri Embarba;357;UD Almería;0;
60880;Marco Sangalli;264;Racing Santander;0;
60884;Serge Gnabry;127;Bayern München;14;Germany
60890;Fabián Manzano;0;;0;
60891;Diego Oyarzún;2208;CD Everton;0;
60893;Chuba Akpom;386;Ipswich Town;0;
60897;Pelly Mpanzu;0;;0;
60898;Nelson Espinoza;2546;Unión La Calera;0;
60902;Théo Pellenard;0;;0;
60903;Sessi D'Almeida;1042;Benin;0;
60905;Théo Defourny;2010;RSC Charleroi;0;
60906;Corentin Tolisso;181;Olympique Lyonnais;0;
60908;G. N'Koudou;0;;36;Cameroon
60909;Anthony Mandrea;405;Stade Malherbe Caen;1040;Algeria
60910;Franck Honorat;225;Borussia Mönchengladbach;0;
60911;Mory Diaw;413;AC Le Havre;38;Senegal
60912;Marco Ilaimaharitra;1197;Standard Liège;0;
60914;Jaïro Riedewald;4194;Sheffield United;0;
60922;Bertrand Traoré;396;Sunderland AFC;1044;Burkina Faso
60924;Ryan Thomas;256;PEC Zwolle;1141;New Zealand
60928;Julian Brandt;126;Borussia Dortmund;0;
60934;Mohammed Al Saiari;0;;0;
60939;Zé Roberto;1936;Sport Recife;0;
60943;Douglas Tanque;0;;0;
60948;Bruno Lopes;0;;0;
60958;Mário Sérgio;5909;São Bernardo FC;0;
60960;Rafael Thyere;4108;Chapecoense;0;
60961;Cláudio Winck;2625;Kasimpaşa SK;0;
60962;João Afonso;0;;0;
60968;Lucão;302;Chongqing Tonglianglong;0;
60972;Fernando Miguel;0;;0;
60977;Nicolás Orellana;2192;Audax Italiano;0;
60982;Gabriel Castellón;2209;Universidad de Chile;0;
60984;Juan Carlos Soto;0;;0;
60987;Salih Dursun;0;;0;
60995;Joseba Zaldúa;0;;0;
61004;Francisco Arancibia;0;;0;
61010;Pablo Galdames;4247;Burgos CF;0;
61011;Jason Flores;0;;0;
61012;Guillermo Maripán;333;Torino FC;47;Chile
61022;Matías Blázquez;0;;0;
61030;Luciano Acosta;1249;Fluminense FC;0;
61031;Ezequiel Ponce;0;;0;
61035;Sebastián Driussi;138;CA River Plate;0;
61036;Elías Gómez;1244;CA Vélez Sarsfield;0;
61043;Saïd Benrahma;9004;NEOM SC;0;
61044;Zacharie Boucher;420;ESTAC Troyes;0;
61045;Ivan Cavaleiro;0;;0;
61048;Carlos Mané;1996;Kayserispor;0;
61049;Wilder Cartagena;5062;Orlando City;0;
61050;Adama Traoré;105;West Ham United;0;
61053;Cristian Herrera;111;Deportivo La Coruña;0;
61054;Víctor Camarasa;0;;0;
61056;Diego Llorente;194;Real Betis;0;
61057;José Rodríguez;0;;0;
61058;José Gayà;110;Valencia CF;0;
61059;Saleh Gomaa;0;;0;
61064;Aleksandar Boljević;0;;0;
61065;Mohamed Rayhi;9030;Wydad Casablanca;0;
61067;H. Hermannsson;2555;Volos NPS;0;
61068;Daley Sinkgraven;345;Fortuna Sittard;0;
61070;Uroš Đurđević;0;;0;
61073;Enzo Crivelli;66877;Sepahan SC;0;
61075;Jo Berget;0;;0;
61080;Sam Gallagher;395;Stoke City;0;
61081;Callum Robinson;0;;0;
61082;M. Møller Dæhli;5242;Molde FK;0;
61083;H. Aron Friðjónsson;71450;Gwangju FC;0;
61089;Thomas Strakosha;270;AEK Athens;1165;Albania
61090;Josip Elez;0;;0;
61091;Simon Deli;5189;Slavia Prague;0;
61094;Amine Oudrhiri;0;;0;
61098;Leonel Di Plácido;2719;Atlético Tucumán;0;
61100;Nicolás Orsini;139;CA Boca Juniors;0;
61104;Franco Leys;2717;CA Aldosivi;0;
61106;Nahuel Losada;1929;Club Atlético Lanús;0;
61117;Franco Escobar;1263;CA Peñarol;0;
61118;F. Fydriszewski;2210;Independiente Medellín;0;
61125;Juan Dinenno;2650;Deportivo Cali;0;
61126;Gastón Campi;5657;CA Barracas Central;0;
61128;Yonathan Cabral;0;;0;
61130;Emanuel Mammana;1244;CA Vélez Sarsfield;0;
61132;Víctor Salazar;0;;0;
61133;Lucas Acevedo;2218;Deportivo Táchira;0;
61139;Adaílton;164;Yokohama FC;0;
61141;Nicolas Saint-Ruf;415;AS Nancy Lorraine;0;
61142;Abdou Diallo;0;;0;
61145;Aarón Escandell;4260;Real Oviedo;0;
61146;Jaume Doménech;0;;0;
61147;Pau López;194;Real Betis;0;
61149;Carlos Fernández;2616;CD Mirandés;0;
61151;Koray Günter;9005;Al Okhdood Club;0;
61155;Lasse Nielsen;5235;Vejle Boldklub;0;
61164;Antonio Sanabria;4220;US Cremonese;48;Paraguay
61167;Ander Cantero;4247;Burgos CF;0;
61168;Luiz Phellype;2506;Clube de Regatas Brasil;0;
61170;Vasilios Papafotis;0;;0;
61171;Wilfried Kanon;0;;0;
61173;Bill Tuiloma;0;;0;
61175;Tom Ince;398;Watford FC;0;
61177;Dan Burn;106;Newcastle United;5;England
61181;Jesse Lingard;1247;SC Corinthians;0;
61182;Harrison Reed;178;Fulham FC;0;
61183;Nabil Bentaleb;213;LOSC Lille;0;
61206;Lucas Olaza;2618;FK Krasnodar;0;
61208;Lucas Alves;6044;Thep Xanh Nam Dinh FC;0;
61209;Thiago Silva;0;;0;
61210;Natanael;0;;0;
61211;Nathan Allan;0;;0;
61213;Jean Felipe;0;;0;
61214;Léo Pereira;1248;CR Flamengo;45;Brazil
61250;B. Velásquez;899;Zamora FC;0;
61260;Caio Lucas;71212;Sharjah FC;0;
61261;Takahiro Sekine;147;Urawa Red Diamonds;0;
61266;Shin Nakatani;157;Gamba Osaka;0;
61267;Yoshinori Muto;158;Vissel Kobe;0;
61269;Kentaro Kakoi;156;Kyoto Sanga;0;
61270;Riku Matsuda;4941;BG Pathum United;0;
61271;Shogo Taniguchi;5194;Sint-Truiden VV;52;Japan
61273;Jun Amano;152;Yokohama F. Marinos;0;
61276;Hokuto Shimoda;2372;Machida Zelvia;0;
61277;Sho Inagaki;155;Nagoya Grampus;0;
61281;Kei Koizumi;150;FC Tokyo;0;
61284;Shota Kaneko;0;;0;
61287;Tomoya Koyamatsu;155;Nagoya Grampus;0;
61288;Ryota Aoki;0;;0;
61301;Yusuke Chajima;159;Sanfrecce Hiroshima;0;
61306;Kim Min-Hyeok;0;;0;
61312;Hiroyuki Mae;2372;Machida Zelvia;0;
61313;Koya Yuruki;149;Kashiwa Reysol;0;
61314;Rikuto Hirose;158;Vissel Kobe;0;
61316;Eiji Shirai;167;Albirex Niigata;0;
61318;Eduardo Giusti;2373;V-Varen Nagasaki;0;
61321;Ado Onaiwu;147;Urawa Red Diamonds;0;
61322;Shinnosuke Hatanaka;168;Cerezo Osaka;0;
61325;Kazuki Anzai;146;Kashima Antlers;0;
61327;Ronaldo Silva;0;;0;
61329;Yohei Takaoka;4166;Vancouver Whitecaps;0;
61333;Yuto Misao;0;;0;
61335;Yuji Kajikawa;146;Kashima Antlers;0;
61336;Kosuke Shirai;1881;Fagiano Okayama;0;
61337;Shota Fukuoka;157;Gamba Osaka;0;
61352;Masatoshi Ishida;5912;Daejeon Hana Citizen;0;
61355;Eiichi Katayama;147;Urawa Red Diamonds;0;
61384;Tatsunari Nagai;165;Shonan Bellmare;0;
61391;Carlos Júnior;1348;Al Shabab Club;0;
61393;Jona Rodríguez;0;;0;
61397;Patric;122;SS Lazio;0;
61402;Franco Cervi;195;Celta de Vigo;0;
61405;João Camacho;5652;Fatih Karagümrük;0;
61414;Kim Seung-Gyu;150;FC Tokyo;53;South Korea
61426;Vyacheslav Karavaev;1218;Zenit St. Petersburg;0;
61442;Ermin Bičakčić;0;;1170;Bosnia and Herzegovina
61444;Gao Zhunyi;4168;Shandong Taishan;54;China
61447;Tinga;1931;Coritiba FC;0;
61450;Everaldo Stum;2453;EC Bahia;0;
61451;Éverton;1248;CR Flamengo;0;
61457;Edwin Cardona;2193;Atlético Nacional;0;
61459;Daniel Bocanegra;1257;América de Cali;0;
61460;Santiago Tréllez;0;;0;
61468;Yerry Mina;320;Cagliari Calcio;0;
61469;Dairon Mosquera;0;;0;
61470;Rafael Pérez;0;;0;
61473;Alfonso Espino;370;Rayo Vallecano;0;
61475;Júnior Alonso;1245;Atlético Mineiro;48;Paraguay
61480;Juan Franco;1924;Gimnasia de Mendoza;0;
61492;Stiven Mendoza;1930;Athletico Paranaense;0;
61494;Gustavo Cuéllar;2650;Deportivo Cali;0;
61496;Yerson Candelo;0;;0;
61503;Fáiner Torijano;2651;Deportivo Pasto;0;
61505;Johan Wallens;5207;Alianza FC;0;
61509;José Lloreda;0;;0;
61510;Andrés Roa;2284;Once Caldas;0;
61522;Leonardo País;0;;0;
61525;G. de Arrascaeta;1248;CR Flamengo;49;Uruguay
61527;Mauro Arambarri;362;Getafe CF;0;
61531;Mauricio Lemos;1263;CA Peñarol;0;
61547;Julio González;0;;0;
61568;Fabián Balbuena;1250;Grêmio;48;Paraguay
61574;Miguel Jacquet;0;;0;
61577;Carlos Cáceda;0;;0;
61578;Cris Martínez;2545;Huachipato FC;0;
61583;Christofer Gonzáles;2216;Sporting Cristal;0;
61593;Jaime Arrascaita;2502;The Strongest;0;
61594;Erwin Saavedra;2283;Bolívar La Paz;0;
61606;Mario Pineida;0;;0;
61610;Júnior Sornoza;2659;Independiente Del Valle;0;
61613;Luis Alberto Caicedo;0;;0;
61619;Gabriel Cortez;0;;0;
61637;Jhon Murillo;1257;América de Cali;0;
61641;Ricardo Clarke;0;;0;
61643;Yeferson Soteldo;1249;Fluminense FC;0;
61660;Marcel Guaramato;0;;0;
61672;M. ter Stegen;2187;Girona FC;0;
61676;Marwin Hitz;1706;FC Basel 1893;0;
61680;André Hahn;0;;0;
61681;Matthias Ginter;227;SC Freiburg;0;
61683;Kevin Volland;0;;0;
61684;Miiko Albornoz;0;;0;
61687;Waylon Francis;0;;0;
61688;Kendall Waston;0;;0;
61691;Luis López;0;;0;
61692;John Brooks;0;;0;
61693;DeAndre Yedlin;0;;0;
61694;Alexander López;0;;0;
61697;Bryan Róchez;0;;0;
61699;Alireza Beiranvand;68138;Tractor FC;55;Iran
61702;Sardar Azmoun;0;;0;
61710;Jeffrey Schlupp;388;Norwich City;0;
61714;Bailey Wright;71134;Lion City Sailors;0;
61715;Massimo Luongo;387;Millwall FC;0;
61716;Adam Taggart;0;;0;
61720;Mario Pašalić;234;Atalanta BC;24;Croatia
61723;Macky Bagnack;0;;0;
61725;Riyad Mahrez;1349;Al Ahli SFC;1040;Algeria
61726;Nikolaos Karelis;9019;Panserraikos FC;0;
62000;Brandur Hendriksson;0;;1173;Faroe Islands
62004;Modou Barrow;0;;0;
62007;Gabriele Moncini;319;SSC Bari;0;
62008;Rolando Mandragora;124;ACF Fiorentina;0;
62013;Bruno Alves;2460;Criciúma EC;0;
63024;Babayaro;906; Meanmachine Classics;0;
63025;Nolberto Solano;907; Predators Classics;0;
63026;Ariel Ortega;907; Predators Classics;0;
63027;Claudio Lopez;907; Predators Classics;0;
63030;Denílson;907; Predators Classics;0;
63136;Hussain Shaian;0;;0;
63137;Hong Chul;0;;0;
63147;Rodrigo Tabata;0;;0;
63181;Dame Traoré;67024;Al Gharafa SC;0;
63192;Yoel Rodríguez;0;;0;
63225;Michiel Kramer;0;;0;
63226;Alexandre Oukidja;0;;0;
63232;Martin Hansen;2070;Odense Boldklub;0;
63238;Mauro Vigorito;4219;Como 1907;0;
63271;Prince Oniangué;1087;Congo;0;
63277;Diego Farias;0;;0;
63300;Ali Afif;0;;0;
63314;Iván Pillud;0;;0;
63323;Maxi Coronel;0;;0;
63331;Denis Alibec;0;;26;Romania
63335;Javier Matilla;0;;0;
63339;Leonardo Jara;0;;0;
63347;Rafael Caroca;2545;Huachipato FC;0;
63348;Ignacio González;2208;CD Everton;0;
63357;Leandro Díaz;2719;Atlético Tucumán;0;
63362;Martín Cauteruccio;2283;Bolívar La Paz;0;
63366;Andrea Rispoli;0;;0;
63367;Franco Jara;2727;Instituto AC Córdoba;0;
63371;Aitor Fernández;263;CA Osasuna;0;
63382;Arnaud Souquet;0;;0;
63392;Ryder Matos;0;;0;
63398;Ravel Morrison;0;;0;
63399;David López;2187;Girona FC;0;
63400;Eduardo Sasha;2459;Red Bull Bragantino;0;
63416;Paulão;0;;0;
63419;Nahuel Donadell;0;;0;
63426;Alfonso Parot;5980;Deportes Limache;0;
63428;Nicolás Peñailillo;0;;0;
63429;Cristian Suárez;2543;Deportes Concepción;0;
63438;Michał Kucharczyk;0;;0;
63443;Neeskens Kebano;0;;0;
63450;Aleksandar Katai;1223;FK Crvena Zvezda;0;
63451;Mirko Pigliacelli;4233;US Catanzaro;0;
63453;Loïc Négo;413;AC Le Havre;0;
63456;Tristan Do;68179;Muangthong United FC;0;
63457;Luis Alberto;0;;0;
63462;Bryan Carrasco;2548;CD Palestino;0;
63465;Tiago Ilori;0;;0;
63474;Alisson Becker;103;Liverpool FC;0;
63475;Diogo Barbosa;5137;EC Juventude;0;
63477;Zé Rafael;1254;Santos FC;0;
63483;Luis Casanova;0;;0;
63490;Thom Haye;70481;PERSIB Bandung;0;
63495;Otávio Edmilson;9012;Al Qadsiah FC;0;
63497;Saúl Ñíguez;1248;CR Flamengo;0;
63501;Nicola Bellomo;319;SSC Bari;0;
63508;Joey Pelupessy;5750;Indonesia;0;
63509;Talisca;197;Fenerbahçe SK;0;
63511;Georgemy;5767;Mirassol FC;0;
63520;Bryan Cristante;125;AS Roma;12;Italy
63523;Andrés Vilches;0;;0;
63536;Rémy Riou;4211;Paris FC;0;
63542;Vincenzo Fiorillo;4218;Carrarese Calcio;0;
63560;Weverton Pereira;1250;Grêmio;0;
63578;Jean Beauguel;0;;0;
63582;Luigi Sepe;0;;0;
63585;Cristiano Piccini;0;;0;
63592;Sidnei;0;;0;
63597;Marco Silvestri;4220;US Cremonese;0;
63602;Lukas Zima;1216;FCSB;0;
63604;Eneko Satrústegui;4252;Cultural Leonesa;0;
63605;Jan Sýkora;0;;0;
63607;Fabinho;1350;Al Ittihad Club;45;Brazil
63611;Joris van Overeem;245;SC Heerenveen;0;
63612;Davide Bariti;4230;Virtus Entella;0;
63624;Alexandre Coeff;0;;0;
63626;Carlos Clerc;266;Real Valladolid;0;
63648;Sergio Araújo;1260;Club Cerro Porteño;0;
63649;Cristian Gaitán;0;;0;
63654;Rodrigo Erramuspe;0;;0;
63659;Pier Barrios;0;;0;
63666;Álex Fernández;4308;Cádiz CF;0;
63667;Cristiano Biraghi;333;Torino FC;0;
63676;Rúben Fernandes;0;;0;
63677;Tómané;5954;Avs Futebol SAD;0;
63686;Stefano Sturaro;0;;0;
63692;Antônio Carlos;0;;0;
63693;Emerson Santos;0;;0;
63696;Rúben Vezo;133;Olympiakos Piraeus;0;
63698;Fei Nanduo;0;;0;
63699;Patrick Bauer;0;;0;
63702;Gilberto Júnior;2453;EC Bahia;0;
63706;Daniel Bessa;0;;0;
63707;Fabio Lima;70924;Al Wasl FC;0;
63708;Ezequiel;0;;0;
63725;Franco Fragapane;2538;Club Atlético Unión;0;
63726;André Geraldes;5633;Casa Pia AC;0;
63730;Diego Ribas;906; Meanmachine Classics;0;
63738;Portu;2187;Girona FC;0;
63740;Rubén Bentancourt;0;;0;
63746;Daniel Schmidt;155;Nagoya Grampus;0;
63757;Wellington Tanque;0;;0;
63759;Kensuke Nagai;155;Nagoya Grampus;0;
63765;Fransérgio;0;;0;
63775;Hong Jeong-ho;0;;0;
63777;Koen Casteels;9012;Al Qadsiah FC;0;
63778;Josip Drmić;0;;0;
63781;Adriano;903; Powerball Classics;0;
63822;Stefano Lilipaly;0;;0;
63843;Nicola Pérez;2699;CD Ñublense;0;
63861;Brian Montenegro;5458;SD Aucas;0;
63874;Zheng Zheng;4168;Shandong Taishan;0;
63896;Zheng Long;0;;0;
63899;Wang Gang;295;Beijing Guoan;0;
63907;Aleksey Ionov;0;;0;
63916;Thorgan Hazard;174;RSC Anderlecht;0;
64703;Face Edit;0;;0;
64704;Face Edit;0;;0;
64705;Face Edit;0;;0;
64706;Face Edit;0;;0;
64707;Face Edit;0;;0;
64708;Face Edit;0;;0;
64709;Face Edit;0;;0;
64710;Face Edit;0;;0;
64711;Face Edit;0;;0;
64712;Face Edit;0;;0;
64713;Face Edit;0;;0;
64714;Face Edit;0;;0;
64715;Face Edit;0;;0;
64716;Face Edit;0;;0;
64717;Face Edit;0;;0;
64718;Face Edit;0;;0;
64719;Face Edit;0;;0;
64720;Face Edit;0;;0;
64722;Storm Roux;0;;1141;New Zealand
64732;Andrew Nabbout;0;;0;
64734;James Jeggo;0;;0;
64739;Jason Geria;167;Albirex Niigata;57;Australia
64774;Zhang Chengdong;4092;Qingdao West Coast;0;
64775;Fang Jingqi;304;Wuhan Three Towns;0;
64776;Liao Lisheng;314;Chengdu Rongcheng;0;
64784;Xu Jiamin;5171;Henan FC;0;
64791;Wang Tong;4168;Shandong Taishan;0;
64793;Wu Xinghan;5175;Tianjin Jinmen Tiger;0;
64795;Liu Binbin;4168;Shandong Taishan;0;
64796;Luo Senwen;297;Qingdao Hainiu;0;
64797;Jin Jingdao;0;;0;
64798;Han Rongze;5181;Liaoning Tieren;0;
64800;Li Songyi;5185;Yunnan Yukun;0;
64813;Soroosh Rafiei;70487;Persepolis FC;0;
64822;Sasan Ansari;0;;0;
64830;Milad Sarlak;70487;Persepolis FC;0;
64832;Armin Sohrabian;67112;Esteghlal FC;0;
64837;Ehsan Pahlavan;0;;0;
64843;Farshad Ahmadzadeh;70487;Persepolis FC;0;
64847;Saeid Aghaei;0;;0;
64849;Mohamed Alaaeldin;0;;0;
64858;Abdelkarim Hassan;0;;1026;Qatar
64859;Almahdi Ali;0;;0;
64860;Ali Asad;69709;Al Sadd SC;0;
64871;Musaab Khidir;0;;1026;Qatar
64873;Fahad Younis;0;;0;
64874;Murad Naji Hussein;0;;0;
64896;Nouh Al Mousa;0;;0;
64906;Abdullah Otayf;1349;Al Ahli SFC;0;
64907;Mohammed Al Burayk;9004;NEOM SC;0;
