Id;Name;Country;JapName;Adaptability;Photo;Photo_file;EditName;EditCountry;EditPhoto;EditIntern;Value1;Value2;Value3;Value4;Value5;Value6
100049;Marco Donadel;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100050;Hideo Oshima;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100051;Stéphane Moulin;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100052;Brian Schmetzer;135;;0;-1;;False;False;False;False;0;6;0;0;0;0
100053;Pablo Peirano;152;;0;-1;;False;False;False;False;0;6;0;0;0;0
100054;Raphael Wicky;238;;0;-1;;False;False;False;False;0;6;0;0;0;0
100056;Iván Delfino;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100057;Sebastian Hoeness;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100059;Issame Charai;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100060;Maher Kanzari;92;;0;-1;;False;False;False;False;0;6;0;0;0;0
100061;Nico Estévez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100062;Stanimir Stoilov;199;;0;-1;;False;False;False;False;0;6;0;0;0;0
100063;Matías Almeyda;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100064;Marko Mitrovic;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
100065;G. Casanova;153;;0;-1;;False;False;False;False;0;0;0;0;0;0
100066;Anthony Hudson;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
100067;Cesc Fàbregas;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100068;BJ Callaghan;135;;0;-1;;False;False;False;False;0;6;0;0;0;0
100069;Hugo Colace;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100070;Henning Berg;226;;0;-1;;False;False;False;False;0;6;0;0;0;0
100074;Seo Jung-won;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100075;Peter Cklamovski;162;;0;-1;;False;False;False;False;0;6;0;0;0;0
100076;Éver Almeida;150;;0;-1;;False;False;False;False;0;6;0;0;0;0
100077;Takayuki Yoshida;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100078;Kim Pan-gon;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100079;Javier Cabrera;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100081;Thierry Mouyouma;62;;0;-1;;False;False;False;False;0;6;0;0;0;0
100082;Benni McCarthy;87;;0;-1;;False;False;False;False;0;6;0;0;0;0
100083;Michael Nees;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100084;Kim Sang-sik;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100086;Tom Saintfiet;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100087;Pape Thiaw;83;;0;-1;;False;False;False;False;0;6;0;0;0;0
100088;Frédéric Vanderbiest;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100089;Keith Andrews;214;;0;-1;;False;False;False;False;0;6;0;0;0;0
100090;Christos Kontis;211;;0;-1;;False;False;False;False;0;6;0;0;0;0
100091;Antxon Muneta;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100092;Neil McCann;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
100093;Tite;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100102;Damián Ayude;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100103;Ignazio Abate;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100104;Raúl Caneda;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100106;Rubén de la Barrera;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100107;Claudio Giráldez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100108;Eric Ramsay;241;;0;-1;;False;False;False;False;0;6;0;0;0;0
100109;Sebastián Beccacece;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100110;Chung Jung-yong;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100112;Marc Brys;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100113;Ehab Abu Jazar;28;;0;-1;;False;False;False;False;0;6;0;0;0;0
100117;Hernán Gómez;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
100120;Massimiliano Alvini;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100121;Fred Rutten;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100122;Miguel Ángel Ramírez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100123;Ilian Iliev;199;;0;-1;;False;False;False;False;0;6;0;0;0;0
100124;Satoshi Yamaguchi;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100125;Melvin Boel;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100127;Atila Gerin;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
100135;F. Wyness;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
100136;Andrea Chiappella;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100137;S. Randall;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100138;Diego Flores;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100139;J. Gillan;11;;0;-1;;False;False;False;False;0;6;0;0;0;0
100140;Jérémy Taravel;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100143;Park Tae-ha;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100144;Paolo Bianco;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100147;Barthélémy Ngatsono;98;;0;-1;;False;False;False;False;0;6;0;0;0;0
100161;Giovanni Stroppa;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100162;Francisco Arce;150;;0;-1;;False;False;False;False;0;6;0;0;0;0
100163;Giorgio Gorgone;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100167;Fabio Grosso;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100168;Niels Frederiksen;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
100169;Daniele De Rossi;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100170;Jorge Bava;152;;0;-1;;False;False;False;False;0;6;0;0;0;0
100175;Sebastián Leto;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100176;David Moyes;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
100177;Toru Irie;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100178;Vincenzo Montella;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100179;Pellegrino Matarazzo;135;;0;-1;;False;False;False;False;0;6;0;0;0;0
100184;Vítor Pereira;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100192;Nicky Hayen;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100194;Mario Kovacevic;200;;0;-1;;False;False;False;False;0;6;0;0;0;0
100195;Fabio Cannavaro;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100198;Arne Slot;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100206;Igor Oca;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100213;Nicolás Diez;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100214;Leonardo Madelón;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100216;Roberto De Zerbi;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100217;Bartosch Gaul;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100221;Laurent Guyot;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100226;Pedro Troglio;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100227;Cristiano Bacci;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100228;Pablo Repetto;152;;0;-1;;False;False;False;False;0;6;0;0;0;0
100236;Albert Sánchez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100237;José Mourinho;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100240;Stéphane Dumont;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100248;Le Kong-soo;16;;0;-1;;False;False;False;False;0;0;0;0;0;0
100263;Davide Nicola;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100264;Daniel Garnero;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100271;Fabio Pisacane;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100312;Jens Olsen;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
100342;Carlos Corberán;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100348;Alberto Valentim;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100349;Reinaldo Rueda;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
100355;Manolo Jiménez;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100368;Eder Sarabia;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100369;Radomir Djalovic;304;;0;-1;;False;False;False;False;0;6;0;0;0;0
100372;Davide Ballardini;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100373;Jo Gwi-Jae;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100398;Michael Petrovic;194;;0;-1;;False;False;False;False;0;6;0;0;0;0
100399;Nebojsa Jovovic;304;;0;-1;;False;False;False;False;0;6;0;0;0;0
100402;Benoît Tavenot;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100403;Réginald Ray;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100408;Paul Put;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100418;Mubin Ergashev ;41;;0;-1;;False;False;False;False;0;6;0;0;0;0
100421;Antonio Hidalgo;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100433;Pat Noonan;135;;0;-1;;False;False;False;False;0;6;0;0;0;0
100464;Shigetoshi Hasebe;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100474;Philippe Montanier;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100476;Olivier Frapolli;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100485;Umberto Louzer;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100490;Dick Lukkien;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100507;Christian Lattanzio;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100508;Mariusz Jop;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
100524;Luís Castro;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100525;Dusan Kerkez;198;;0;-1;;False;False;False;False;0;6;0;0;0;0
100526;Alvaro Arbeloa;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100531;Anthony Popovic;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
100549;Hernán Caputto;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100598;Sylvain Ripoll;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100602;Imanol Alguacil;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100624;Luis Fernando Tena;124;;0;-1;;False;False;False;False;0;6;0;0;0;0
100647;Rangsan Viwatchaichok;36;;0;-1;;False;False;False;False;0;6;0;0;0;0
100648;Frédéric Stilmant;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100652;Dietmar Kühbauer;194;;0;-1;;False;False;False;False;0;6;0;0;0;0
100659;Rafael Guanaes;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100663;Fernando Lázaro;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100664;Alexsandro de Souza;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100670;Björn Hamberg;237;;0;-1;;False;False;False;False;0;6;0;0;0;0
100671;Petit;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100672;Daisuke Kimori;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100690;John van den Brom;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100693;Carlos Vicens;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100696;Gerhard Struber;194;;0;-1;;False;False;False;False;0;6;0;0;0;0
100699;Bolo;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100700;Roberto Donadoni;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100704;Thomas Letsch;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100706;Diego Dabove;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100709;Alberto Gamero;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
100718;Madjid Bougherra;44;;0;-1;;False;False;False;False;0;6;0;0;0;0
100719;Momen Soliman;58;;0;-1;;False;False;False;False;0;6;0;0;0;0
100744;Frédéric Taquin;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
100749;Daniel Pancu;229;;0;-1;;False;False;False;False;0;6;0;0;0;0
100750;Joonas Rantanen;207;;0;-1;;False;False;False;False;0;6;0;0;0;0
100754;Filippo Inzaghi;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100762;Hélio dos Anjos;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100764;Florian Kohfeldt;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100780;Sergej Jakirovic;198;;0;-1;;False;False;False;False;0;6;0;0;0;0
100795;Sébastien Migné;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100796;Juan Vojvoda;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100812;Matteo Andreoletti;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100813;Cauan de Almeida;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100817;Simone Inzaghi;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100818;Mauricio Pochettino;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100819;Cristian Chivu;229;;0;-1;;False;False;False;False;0;6;0;0;0;0
100835;Karim Mokeddem;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
100839;Juan Carlos Osorio;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
100849;Lucas Pusineri;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100851;Gennaro Gattuso;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
100880;Murad Musaev;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
100897;Jaime Garcia;147;;0;-1;;False;False;False;False;0;6;0;0;0;0
100899;Custódio;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100910;Gustavo Florentín;150;;0;-1;;False;False;False;False;0;6;0;0;0;0
100913;Rui Borges;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100934;Kieran McKenna;225;;0;-1;;False;False;False;False;0;6;0;0;0;0
100936;Fernando Seabra;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100939;Edgar Cardoso;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
100940;Enderson Moreira;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100944;Jorge Almirón;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100947;Fernando Ortiz;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
100951;Rick Kruys;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
100953;Daniel Paulista;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100954;Roger Silva;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
100956;Fabian Hürzeler;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
100958;Ion Ansotegi;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
100961;Vladimir Vujović;304;;0;-1;;False;False;False;False;0;6;0;0;0;0
100962;Toru Oniki;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
100963;Hong Myung-bo;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
100967;Sung-hwan Cho;16;;0;-1;;False;False;False;False;0;2;0;0;0;0
101026;Pascal Jansen;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101043;Ali Aliev;216;;0;-1;;False;False;False;False;0;6;0;0;0;0
101065;Igor Osinjkin;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101066;Domenico Tedesco;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101068;Ahmed Kantari;76;;0;-1;;False;False;False;False;0;6;0;0;0;0
101069;Eusebio Di Francesco;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101074;Daniel Farke;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101078;Ivan Leko;200;;0;-1;;False;False;False;False;0;6;0;0;0;0
101079;Francisco Meneghini;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101099;Selçuk İnan;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101103;Razvan Lucescu;229;;0;-1;;False;False;False;False;0;6;0;0;0;0
101104;González Vélez;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101114;Jesse Marsch;135;;0;-1;;False;False;False;False;0;6;0;0;0;0
101119;Viktors Morozs;217;;0;-1;;False;False;False;False;0;6;0;0;0;0
101122;Berthel Askou;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101132;Odair Hellmann;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101149;Hernán Crespo;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101154;Daniel Ramos;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
101160;Jindrich Trpišovský;202;;0;-1;;False;False;False;False;0;6;0;0;0;0
101169;Yusuf Ali Nur;86;;0;-1;;False;False;False;False;0;6;0;0;0;0
101171;Arturo Reyes;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101172;Fernando Diniz;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101174;Metin Diyadin;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101194;Nelson Flórez;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101197;Adrian Siemieniec;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
101207;Derek McInnes;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
101208;Chris Davies;241;;0;-1;;False;False;False;False;0;6;0;0;0;0
101228;Stephen Robinson;225;;0;-1;;False;False;False;False;0;6;0;0;0;0
101229;Michael Skibbe;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101231;Graham Potter;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
101232;Franc Artiga;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101237;Sergey Semak;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101247;Oscar Hiljemark;237;;0;-1;;False;False;False;False;0;6;0;0;0;0
101258;Maciej Skorza;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
101284;Thomas Nörgaard;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101290;Nickolai Lund;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101291;Mike Tullberg;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101293;Kjetil Knutsen;226;;0;-1;;False;False;False;False;0;6;0;0;0;0
101299;Emre Belözoglu;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101307;Didier Digard;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101314;Liam Rosenior;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
101319;Leonel Álvarez;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101327;Henry van der Vegt;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101330;Philippe Clement;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
101331;Robin Veldman;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101335;Nuri Sahin;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101342;Sami Uğurlu;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101347;Burak Yılmaz;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101358;Antoine Kombouaré;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101366;David Hubert;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
101367;Hemed Suleiman;90;;0;-1;;False;False;False;False;0;6;0;0;0;0
101429;Gilmar Pozzo;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101457;J. van Gastel;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101490;Felice Mazzù;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
101494;Beñat San José;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101504;Daniel Thioune;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101507;Alberto González;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101523;Gerardo Seoane;238;;0;-1;;False;False;False;False;0;6;0;0;0;0
101524;Eugen Polanski;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
101525;Juan Cruz Real;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101529;Franck Rizzetto;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101531;Didier Santini;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101534;Marko Nikolic;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
101551;Eduardo Coudet;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101555;John McGlynn;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
101562;Camilo Ayala;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101564;Magomed Adiev;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101568;Li Xiaopeng;7;;0;-1;;False;False;False;False;0;6;0;0;0;0
101569;Guido Pizarro;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101570;Robin van Persie;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101589;Luis de la Fuente;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101592;Takayuki Nishigaya;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
101595;David Gray;232;;0;-1;;False;False;False;False;0;6;0;0;0;0
101599;Thomas Tuchel;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101606;Domènec Torrent;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101615;Ilhan Palut;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
101624;Osmar Loss;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101633;Danny Buijs;224;;0;-1;;False;False;False;False;0;6;0;0;0;0
101660;Renato Gaúcho;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101663;Jim Goodwin;214;;0;-1;;False;False;False;False;0;6;0;0;0;0
101681;Kevin Muscat;162;;0;-1;;False;False;False;False;0;6;0;0;0;0
101693;Leonid Slutskiy;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101738;Vladimir Ivic;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
101748;Miguel Herrera;124;;0;-1;;False;False;False;False;0;6;0;0;0;0
101750;Maurício Dulac;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101760;Héctor Bidoglio;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101761;Daniel Bauer;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101767;Luciano Spalletti;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101768;Bruno Génésio;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101769;Omar Daf;83;;0;-1;;False;False;False;False;0;6;0;0;0;0
101771;Ricardo Valiño;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101783;Carles Cuadrat;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101793;Martín Cicotello;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101794;Gustavo Benítez;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101801;José Alberto López;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101837;Raffaele Palladino;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101839;Francesco Farioli;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101847;Claus Nørgaard;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101852;Marco Silva;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
101866;Javier Torrente;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101892;José Luis García;148;;0;-1;;False;False;False;False;0;6;0;0;0;0
101894;Gustavo Costas;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101898;Gustavo Huerta;147;;0;-1;;False;False;False;False;0;6;0;0;0;0
101902;Matt Bloomfield;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
101904;Rafael Lacerda;146;;0;-1;;False;False;False;False;0;6;0;0;0;0
101917;Jess Thorup;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101929;Patricio Almendra;147;;0;-1;;False;False;False;False;0;6;0;0;0;0
101936;Hwang Sun-hong;16;;0;-1;;False;False;False;False;0;6;0;0;0;0
101939;Ildar Akhmetzyanov;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101940;Andrey Talalaev;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
101946;Manuel Baum;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101952;Alessio Dionisi;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101957;Luis Miguel Ramis;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101967;Vincenzo Italiano;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
101971;Marcel Rapp;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101976;Jürgen Henn;205;;0;-1;;False;False;False;False;0;6;0;0;0;0
101977;Takashi Kiyama;13;;0;-1;;False;False;False;False;0;6;0;0;0;0
101979;Petr Kratky;204;;0;-1;;False;False;False;False;0;6;0;0;0;0
101980;Pablo Guede;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
101983;Steve Cooper;241;;0;-1;;False;False;False;False;0;6;0;0;0;0
101984;Danny Röhl;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
101986;Vincent Kompany;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
101989;Arnar Gunnlaugsson;213;;0;-1;;False;False;False;False;0;6;0;0;0;0
101991;Grégory Proment;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
101993;Jesper Sörensen;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
101996;Andoni Iraola;236;;0;-1;;False;False;False;False;0;6;0;0;0;0
101999;Jimmy Thelin;237;;0;-1;;False;False;False;False;0;6;0;0;0;0
102004;Filipe Martins;228;;0;-1;;False;False;False;False;0;6;0;0;0;0
102010;Sébastien Tambouret;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
102011;Paolo Sammarco;215;;0;-1;;False;False;False;False;0;6;0;0;0;0
102018;Alexandre Dujeux;208;;0;-1;;False;False;False;False;0;6;0;0;0;0
102024;Brian Priske;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
102029;Fernando Zaniratto;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102031;Recep Uçar;190;;0;-1;;False;False;False;False;0;6;0;0;0;0
102034;Marek Papszun;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
102035;Lukasz Tomczyk;227;;0;-1;;False;False;False;False;0;6;0;0;0;0
102036;Aleksey Shpilevskiy;196;;0;-1;;False;False;False;False;0;6;0;0;0;0
102038;A. Jarier;208;;0;-1;;False;False;False;False;0;0;0;0;0;0
102046;C. Latimer;241;;0;-1;;False;False;False;False;0;0;0;0;0;0
102052;Mikhail Galaktionov;230;;0;-1;;False;False;False;False;0;6;0;0;0;0
102063;Li Jinyu;7;;0;-1;;False;False;False;False;0;6;0;0;0;0
102077;Nenad Stojakovic;303;;0;-1;;False;False;False;False;0;6;0;0;0;0
102079;L. Armijo;236;;0;-1;;False;False;False;False;0;0;0;0;0;0
102080;Hansi Flick;210;;0;-1;;False;False;False;False;0;6;0;0;0;0
102088;Jacob Neestrup;203;;0;-1;;False;False;False;False;0;6;0;0;0;0
102092;Moharram Navidkia;11;;0;-1;;False;False;False;False;0;6;0;0;0;0
102094;Rik De Mil;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
102095;Hans Cornelis;197;;0;-1;;False;False;False;False;0;6;0;0;0;0
102104;Facundo Sava;144;;0;-1;;False;False;False;False;0;6;0;0;0;0
102106;O. De Luna;236;;0;-1;;False;False;False;False;0;0;0;0;0;0
